MOLECULE_NAME,SMILES,Bound_per_MW
103176475,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,0.046461362
103176908,CC[C@H](CO)NC1=NC(=C2C(=N1)N(C=N2)C(C)C)NCC3=CC=CC=C3,0.261808169
103177051,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,0.183909322
103177459,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC,0.243542267
103177479,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,0.17164915
103177556,C1CN(CCC1(C2=CC(=CC=C2)C(F)(F)F)O)CCCC(=O)C3=CC=C(C=C3)F,0.225488065
103177753,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,0.298720976
103178542,CC1=C(C(=CC=C1)C)OCC(C)N,0.203778805
103178920,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31,0.316108119
103178971,CC(=O)NC1=CC=C(C=C1)O,0.17623127
103178995,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,0.125905023
103179006,CCOC1=CC=C(C=C1)NC(=O)C,0.194957008
103179008,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,0.243849309
103179009,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O,0.335416681
103179087,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,0.388265136
103179145,C1=CC(=CN=C1)C(=O)O,0.364224155
103179427,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,0.288949848
103179606,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@H]([C@H](CC3=CC=CC=C3)NC(=O)[C@H](CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O,0.147364185
103181002,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,0.259426974
103181781,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,0.210225044
103183748,CS(=O)(=O)C1=CC=C(C=C1)C2=C(C(=O)OC2)C3=CC=CC=C3,0.296155388
103185057,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC,0.205322114
103186822,CCOC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC2=CC=C(C=C2)F)CC(=O)[C@H](C(C)C)NC(=O)C3=NOC(=C3)C,0.138707005
103186881,C1CN(CCC1NC(=O)CSC2=NC3=C(S2)C=C(C=C3)N)CC4=CC(=C(C=C4)Cl)Cl,0.153300074
103188003,CCCN1C2=C(C(=O)NC1=O)NC=N2,0.345633748
103188044,CC(=O)NC[C@H]1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,0.067555751
103188158,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,0.26084244
103188539,CC1=CC(=O)N(N1C)C2=CC=CC=C2,0.102799766
103188808,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O,0.272220611
103188954,CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O,0.067193448
103188976,C[C@@H](C1=NC=NC=C1F)[C@](CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O,0.133260429
103189004,C1=CC(=CC=C1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],0.174232202
103189045,CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C,0.316191304
103189071,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl,0.249055262
103189214,C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,0.213417646
103189227,C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F,0.092048674
103189248,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F,0.301589445
103189284,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,0.230105061
103189345,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24,0.314947857
103189684,CC1=CC(=C(C=C1)SC2=CC=CC=C2CN(C)C)N,0.326888557
103189735,CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31,0.334646599
103190248,C1=CC2=C(C=C1C(F)(F)F)NC(=O)C2(C3=C(C=CC(=C3)Cl)O)O,0.286626242
103191369,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,0.33658278
103193220,CC1CC(=O)NN=C1C2=CC3=C(C=C2)N=C(N3)C4=CC=C(C=C4)OC,0.266314571
103193630,C[C@@]12C3=CC=CC=C3C[C@@H](N1)C4=CC=CC=C24,0.212920747
103194712,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54,0.241920251
103194723,COC1=C(C(=CC=C1)OC)OCCNCC2COC3=CC=CC=C3O2,0.282575023
103195118,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,0.095230136
103195217,CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C,0.285717029
103195793,COC1=CC2=C(C=C1)C(=CC(=O)N2CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)O,0.2347878
103197648,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,0.225835427
103198445,C1=CC=NC(=C1)C(CNC2=NC=C(N(C2=O)CC(=O)NCC3=C(C=CC=N3)F)Cl)(F)F,0.158980089
103199196,C1CN(CCN1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)CC4=CC=CC=C4)F,0.183793166
103199382,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N,0.217613707
103199488,CNC1(CCCCC1=O)C2=CC=CC=C2Cl,0.176713078
103199552,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N,0.414727457
103206765,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,0.362820598
103207442,CC(C)(C1=CC=CC=C1CC[C@H](C2=CC=CC(=C2)/C=C/C3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O)O,0.17050582
103211976,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)/C=C/C(=O)O)/C3=CC=CC=C3,0.281197013
103213015,CN[C@H]1CC[C@H](C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl,0.321777975
103214033,COCCCC/C(=N\OCCN)/C1=CC=C(C=C1)C(F)(F)F,0.237325618
103214422,C1=CC=C(C(=C1)NC(=O)NC2=CC=C(C3=NNN=C23)C#N)Br,0.27880203
103215028,COC1=CC=C(C=C1)CC2=C(NN=C2N)N,0.369513424
103216314,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O,0.107453703
103219083,C1=CC=C(C=C1)N2C(=O)C(C(=O)N2C3=CC=CC=C3)CCS(=O)C4=CC=CC=C4,0.245518442
103220117,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)[C@@]4(CC)O)C2=NC5=C1C=C(C=C5)O,0.235263537
103220716,CCOC(=O)NC1=C(C=C(C=C1)NCC2=CC=C(C=C2)F)N,0.28367789
103220983,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,0.194194295
103222315,CCN1CCC[C@H]1CNC(=O)C2=C(C(=CC(=C2)Br)OC)OC,0.123843512
103222919,CCC1=CC=CC2=C1OC(=C2)C(CNC(C)(C)C)O,0.351959903
103223987,CC1=CC=C(C=C1)/C(=C\CN2CCCC2)/C3=CC=CC=N3,0.127371147
103224052,COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F,0.212350708
103224657,CNCCC(C1=CC=CC=C1)OC2=CC=CC=C2OC,0.19063237
103225393,CC1=C(C(=NO1)C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)N,0.310307094
103226686,CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)O)O,0.307172669
103228169,CCN(CC)CCOC1=CC2=C(C=C1)C3=C(C2=O)C=C(C=C3)OCCN(CC)CC,0.117571695
103231552,CN(C)CCNC1=CC(=NC2=CC=CC=C21)C3=CC=NC=C3,0.293345099
103232002,C1CN(CCN1C2CC3=CC=CC=C3C2)C4=C5C(=CC=C4)OCCO5,0.289446698
103232282,C1=CC=C2C(=C1)NC(=N2)CCC3=NC4=CC=CC=C4N3,0.320224462
103232921,CN1C2=C(C=C(C=C2)C(=O)N(CCC(=O)O)C3=CC=CC=N3)N=C1CNC4=CC=C(C=C4)C(=N)N,0.099931922
103233356,C1CN(CC2=CC=CC=C21)C3=CC=NC=C3,0.27040137
103234498,CN1C(=NC2=C(N=C(N=C21)C#CC3(CCCC3)O)N)C4=CC(=CC=C4)F,0.250750601
103234592,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C,0.191786307
103234893,C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,0.244910806
103235071,C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O,0.398840927
103236856,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)O)Cl,0.227762226
103238871,CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O,0.125461711
103239932,C1=CC=C(C=C1)COC2=CC=C(C=C2)CC(=O)NO,0.364065312
103240316,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)C6CCN(CC6)CC7=CC=CC=N7,0.193612701
103241019,C1=CC=C(C=C1)C2=C(C(=O)NC(=N2)N)Cl,0.429647142
103243148,CC(C)(C1=CN=CC=C1)C(=O)C2=CN=CC=C2,0.049408032
103245522,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,0.189763277
103246179,C1=CC(=C(C(=C1)Br)C2=C(N=C3C(=C2)C=NC(=N3)N)N)Br,0.224245554
103246205,C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N,0.117971877
103248420,C1=CC(=CC=C1NC(=O)C2=C[N+](=C(C=C2)Cl)[O-])F,0.200443263
103249306,C1=CC=C(C=C1)S(=O)(=O)N(CC(F)(F)F)C2=CC=C(C=C2)C(C(F)(F)F)(C(F)(F)F)O,0.206840959
103250068,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=NC=CC=N3)OCCO)OC4=CC=CC=C4OC,0.178925901
103252336,C[C@H](CC1=CC=CC=C1)N(C)CC#C,0.389297652
103256438,CC(C)(C(=O)O)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,0.309986322
103256585,C1COCCN1C2=NC=C(C=C2)C3=NC4=NC=NC(=C4C(=C3)C5=CC(=CC=C5)Br)N,0.208421911
103257697,CS(=O)(=O)NC1=CC2=C(C=C1)N=C(N2)CC3=CC=C(C=C3)OC4=CC=CC=C4,0.252752447
103261008,COC1=C(C=CC(=C1)NC(=O)NC2=CC=CC(=C2)CNC(=O)O[C@H]3CCOC3)C4=CN=CO4,0.218137455
103266652,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,0.208308155
103269760,CN1CCN(CC1)C2=NC3=CC=CC=C3NC4=C2C=C(C=C4)OS(=O)(=O)C(F)(F)F,0.218913967
103270087,C[C@@](C(=O)NC1=C(C=C(C=C1)S(=O)(=O)C)Cl)(C(F)(F)F)O,0.175775036
103271997,CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C,0.192818516
103273527,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)O,0.387579726
103274161,C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3,0.354743852
103275460,COC1=CC=CC(=C1OC)[C@@H](C2CCN(CC2)CCC3=CC=C(C=C3)F)O,0.093555539
103276854,CC1=C(SC=C1)C(=CCCN2CCC[C@H](C2)C(=O)O)C3=C(C=CS3)C,0.25268999
103280620,C1COCCC1(CS(=O)(=O)C2=CC=C(C=C2)OC3=CC=C(C=C3)Cl)C(=O)NO,0.230106365
103281992,C1CN(CCN1)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,0.328410145
103282261,CN(CC(=O)O)NC(=O)C[C@@H](C[C@H](CN)O)N,0.050869371
103283058,C1=CC=C(C=C1)CCOCCCS(=O)(=O)CCNCCC2=C3C(=C(C=C2)O)NC(=O)S3,0.203267694
103288599,CN1CCC[C@@H]1CC2=CNC3=C2C=C(C=C3)NC4=C(C=CC=N4)[N+](=O)[O-],0.245638997
103288972,C1=CC=C2C(=C1)C(=O)OC23C4=C(C=C(C=C4)O)OC5=C3C=CC(=C5)O,0.243777666
103292815,CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)[C@@H](C(C)C)C(=O)O,0.229101229
103292970,CC(C)N1CCC(CC1)N(C2=CC=C(C=C2)Cl)C(=O)CC3=CC=CC=C3,0.191548673
103292984,C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3,0.340751802
103293038,CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2,0.270125651
103293043,CC1=CN=C(C=N1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,0.222469111
103293748,COC1=CC(=C(C=C1)OC)C(CN)O,0.111491933
103298269,C1CCC(C1)[C@H](C2=CC=C(C=C2)OCC3=NC4=CC=CC=C4C=C3)C(=O)O,0.276255322
103298695,C1=CC=C(C=C1)C2=NNC3=CC=CC=C32,0.499029536
103301322,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)C,0.238808441
103303305,CC1N=C(N=C(N1C2=CC=C(C=C2)Cl)N)N,0.106481443
103303707,CNC1=CC=C(C=C1)C2=NC3=C(S2)C=C(C=C3)O,0.385791753
103306370,C1=CC=C(C=C1)N2C(=CC=N2)NS(=O)(=O)C3=CC=C(C=C3)N,0.316219741
103307981,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,0.28379033
103309883,C1=CC2=C(C=C1F)SC(=N2)N,0.499417346
103311872,CC(C)NC(=O)C1=CC2=C(C=C1)C(=NC(=N2)N3CCOCC3)NC4=CC=C(C=C4)Cl,0.233588467
103313167,CCN(CC)CCNC(=O)C1=CC=C(C=C1)NS(=O)(=O)C,0.048177702
103314113,C1=CC=C(C=C1)N2C3=CC=CC=C3C(C2=O)(CC4=CC=NC=C4)CC5=CC=NC=C5,0.254423027
103315066,CN(C)C(=O)[C@@H]([C@H](CC1=CC=CC=C1)NC(=O)C2=CC3=C(N2)C=CC(=C3)Cl)O,0.244599603
103319568,CCOC(=O)C1=CNC2=C(C1=O)C=CC=C2N,0.344128247
103320031,CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=C(C4=CC=CC=C43)OCCN5CCOCC5,0.1888684
103324898,C1C(N=C(O1)C2=CC(=C(C=C2)F)C(F)(F)F)C(=O)NO,0.313633688
103325890,C[C@H]([C@@H](C1=CC=C(C=C1)O)O)N2CCC(CC2)(C3=CC=CC=C3)O,0.097335565
103329335,CCCC1=C(C(=CC(=C1)C2=N[C@H](CO2)C(=O)NO)OC)OC,0.305902041
103329618,CCO/N=C/C1=CC=C(C=C1)OCCC2CCN(CC2)C3=NN=C(C=C3)C,0.270624537
103331380,CN(CCCOCCOCCC1=CC=CC=C1)CCC2=C3C(=C(C=C2)O)NC(=O)S3,0.209303946
103331440,CN(CCNCCC1=C2C(=C(C=C1)O)NC(=O)S2)C(=O)CCOCCC3=CC=CC=C3,0.20125392
103334264,CC(C)(C(=O)N[C@H](COCC1=C(C=C(C=C1)F)F)C(=O)N2CCC3=NN(C(=O)[C@@]3(C2)CC4=CC=CC=N4)CC(F)(F)F)N,0.122325511
103335836,C1CN(CCC12NC3=C(C=CC(=C3C(=N2)N)F)F)C(=O)C4=CN=C(C=C4)C#N,0.226453681
103338073,B([C@H](CC(C)C)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,0.226027665
103338373,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C,0.191336633
103342361,CCNC(=O)[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=C(N=C32)NCCC4=CC=C(C=C4)CCC(=O)O)N)O)O,0.116089589
103344983,C[C@@H](C(=O)NC1C2=CC=CC=C2C3=CC=CC=C3N(C1=O)C)NC(=O)CC4=CC(=CC(=C4)F)F,0.213621182
103353725,CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N,0.345973019
103354844,C1CCC(CC1)C2(CCN(CC2)C(=O)[C@@H](CC3=CC=C(C=C3)Cl)NC(=O)[C@H]4CC5=CC=CC=C5CN4)CN6C=NC=N6,0.168538182
103355754,COC1=CC=CC2=C1N=C(NC2=O)C3=CC=C(C=C3)C(F)(F)F,0.295250882
103360381,C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=O)N2,0.444595428
103362798,CC(C)C(=O)NC1=NC(=CC2=CC=CC=C21)C3=CC=CC=N3,0.334816066
103364525,CC(=O)NCC1=CC(=CC=C1)C(=O)O,0.429809215
103367425,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)O)C(=O)O)C,0.120003383
103367920,CC(C1=CC2=C(C=C1)OC(=N2)C3=CC=C(C=C3)Cl)C(=O)O,0.330627815
103376533,CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O,0.271529033
103379543,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@@]2(C3C1C4CC[C@]5([C@]4(CC3)C)CCC(=O)O5)C,0.182364619
103381951,CCOC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC#C)N2C=CC=C(C2=O)NC(=O)C3=NOC(=C3)C,0.106447189
103382559,CN(C)C1=NC2=CC=CC=C2C(=C1)NC(=O)NC3=CC(=CC=C3)Cl,0.293004395
103383001,CC(C(=O)NC1=CC(=CC=C1)S(=O)(=O)C2=CC=CC=C2)(C(F)(F)F)O,0.243496754
103383078,CC(C(=O)NC1=CC=C(C=C1)S(=O)(=O)N(C)C2=CC=CC=C2)(C(F)(F)F)O,0.242821712
103384889,CC1=NOC(=C1)CCCOC2=C(C=C(C=C2Cl)C3=NCCO3)Cl,0.280557737
103386275,CCOC(=O)NC1=NC(=C2C(=C1)NCCC(=N2)C3=CC=CC=C3)N,0.290621197
103389223,C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O,0.22472532
103394669,CCC1=C(C2=C(N1CC3=CC=CC=C3)C=CC=C2OCC(=O)N)C(=O)C(=O)N,0.223764944
103394702,CCC1=C(C2=C(N1CC3=CC=CC=C3)C=CC=C2OCC(=O)O)C(=O)C(=O)N,0.230336488
103394824,CCOC1=C(C=CC(=C1)CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,0.218959555
103395540,CC1=C(C(=CC=C1)C(=O)N)NC(=O)C2=CC=CC=C2,0.216918545
103396795,CC(C)CN1C=NC2=C1C3=CC=CC=C3N=C2N,0.354500437
103398016,CC(=O)C1=CC2=C(C=C(C=C2)O)OC1=O,0.482464088
103401109,COC1=CC2=C(C=CN=C2C=C1)[C@@H]([C@H]3C[C@@H]4CCN3C[C@@H]4C=C)O,0.263482356
103402147,CC1=CC(=C(C(=C1C)CN2C=CC3=C(C=CC=C32)/C=N/NC(=O)C4=CC(=C(C=C4)O)C#N)C)C,0.213076694
